var1	var2	class
129	217	1
137	228	1
165	236	1
100	213	1
147	197	1
114	219	1
85	231	0
90	195	0
106	216	0
83	198	1
108	178	0
87	209	0
50	209	1
174	210	1
96	213	0
111	154	0
97	177	0
96	216	1
106	201	0
137	232	1
131	218	1
138	220	1
118	196	0
121	215	1
133	234	1
148	225	1
88	200	0
95	187	0
83	217	1
104	232	0
139	211	1
175	235	1
96	200	0
130	223	1
110	219	1
98	208	0
102	202	0
154	219	1
127	234	1
136	217	1
122	209	0
97	200	0
62	222	1
140	205	1
92	250	0
112	241	1
62	210	1
109	214	1
82	232	0
112	220	1
87	172	0
109	210	0
141	219	1
105	231	0
171	227	1
100	186	0
90	162	0
94	228	0
172	224	1
100	170	0
120	201	0
114	230	0
114	235	0
127	219	1
119	223	1
155	233	1
93	222	1
108	225	1
106	186	0
110	220	0
89	203	0
131	230	1
85	164	0
116	211	1
100	165	0
103	162	0
119	224	1
98	199	0
120	162	0
81	214	1
108	220	1
106	191	0
109	198	0
90	209	0
112	253	0
90	200	0
148	228	1
120	155	0
130	217	1
98	209	0
111	205	1
92	210	1
155	226	1
98	197	0
116	206	0
106	229	0
110	165	0
148	221	1
113	193	0
129	215	1
114	230	1
105	197	0
103	254	0
104	178	0
78	218	1
78	187	0
96	224	1
89	198	0
103	203	0
113	195	0
101	187	0
107	200	0
150	220	1
56	213	1
158	210	1
163	205	1
108	209	0
88	141	0
114	156	0
144	220	1
105	188	0
90	177	0
105	174	0
90	176	0
86	235	0
106	213	1
92	232	0
100	159	0
112	222	0
65	214	1
113	234	1
161	222	1
97	220	1
108	196	0
86	174	0
103	229	0
99	152	0
121	220	1
137	223	1
93	239	0
105	192	0
87	240	0
84	200	0
99	214	1
100	223	0
57	226	1
123	220	1
103	243	0
89	209	0
123	194	1
122	221	1
77	232	1
100	242	0
123	196	0
138	233	1
98	237	0
127	205	1
78	227	0
156	208	1
114	241	0
128	240	1
106	221	1
97	249	0
117	225	1
105	203	0
94	196	0
149	225	1
97	195	0
92	136	0
99	241	0
91	182	0
120	235	1
79	210	1
97	165	0
108	160	0
101	179	0
96	236	0
134	221	1
84	218	1
120	230	1
89	157	0
144	211	1
128	221	1
109	228	0
99	176	0
103	250	0
90	213	0
104	180	0
164	212	1
92	217	1
94	224	0
85	220	1
106	213	1
76	233	0
104	216	1
109	220	1
93	164	0
70	228	1
107	232	1
106	209	0
170	232	1
99	258	0
84	208	1
123	217	1
97	202	0
133	214	1
107	214	1
99	183	0
106	223	0
104	199	0
108	172	0
95	245	0
94	225	1
121	214	1
69	220	1
129	208	1
111	227	0
100	228	0
95	151	0
185	220	1
81	225	1
154	222	1
84	231	1
113	229	0
141	220	1
154	229	1
137	221	1
102	222	1
101	220	1
90	220	1
52	214	1
101	187	0
76	181	0
92	217	0
101	206	0
111	223	1
158	223	1
123	220	1
100	183	0
110	239	1
108	183	0
94	164	0
109	201	0
90	234	1
105	123	0
139	219	1
85	264	0
105	221	1
109	171	0
120	224	1
120	204	1
100	174	0
134	210	1
110	199	1
128	205	1
97	215	0
106	166	0
102	228	1
96	189	0
134	205	1
82	208	0
107	203	0
136	220	1
99	211	0
89	197	0
120	222	1
115	207	0
59	229	1
105	223	1
105	203	0
120	229	1
93	176	0
92	185	0
135	196	1
146	214	1
98	204	0
100	200	0
112	233	0
111	247	0
160	219	1
155	220	1
105	220	0
94	223	1
100	227	1
166	218	1
127	215	1
134	209	1
87	180	0
94	213	1
149	229	1
103	221	1
122	233	1
108	206	0
115	220	1
85	166	0
120	202	1
84	252	0
107	219	0
150	232	1
96	186	0
80	205	1
83	181	0
96	222	1
109	200	0
82	218	1
100	218	1
134	228	1
60	225	1
130	206	1
141	224	1
155	212	1
97	200	0
99	180	0
108	217	1
114	130	0
155	196	1
145	236	1
111	212	0
203	220	1
100	221	0
93	231	0
74	223	1
151	225	1
96	228	1
128	223	1
147	208	1
101	185	0
99	191	0
82	232	1
97	194	0
122	212	1
96	181	0
79	215	0
120	226	1
148	207	1
91	189	0
84	200	0
111	203	0
158	219	1
109	279	0
145	224	1
104	234	0
100	249	0
98	173	0
102	227	1
152	215	1
100	167	0
146	214	1
97	143	0
104	146	0
102	225	0
135	224	1
92	194	0
122	215	1
109	203	0
115	222	1
104	220	0
122	217	1
87	173	0
115	184	0
111	256	0
156	202	1
61	220	1
106	200	0
118	213	1
140	227	1
87	220	1
108	175	0
87	239	0
102	244	1
90	168	0
87	208	0
98	225	1
115	195	0
99	183	0
101	179	0
132	221	1
121	210	1
137	212	1
79	224	1
99	149	0
120	214	1
98	149	0
85	218	0
109	249	0
124	221	1
103	223	1
88	239	0
86	226	1
100	210	0
152	213	1
95	201	0
73	239	0
71	211	1
193	217	1
171	215	1
141	235	1
131	208	1
103	215	0
158	220	1
104	204	1
123	215	1
164	205	1
88	175	0
122	204	1
125	220	1
100	215	1
90	168	0
120	211	1
136	205	1
131	207	1
99	190	0
80	191	0
119	185	0
112	231	1
88	221	1
92	204	0
103	159	0
109	172	0
115	233	1
129	216	1
96	218	1
38	213	1
105	215	1
107	204	0
122	225	1
92	184	0
95	194	0
108	197	0
109	215	1
146	210	1
91	175	0
113	197	0
70	220	1
104	183	0
129	205	1
114	201	0
83	226	1
133	220	1
95	187	0
103	174	0
93	202	1
106	237	0
92	207	1
74	227	1
161	210	1
138	222	1
116	219	1
79	238	0
107	220	1
113	194	0
99	214	1
103	152	0
110	215	1
128	220	1
110	203	1
97	221	0
95	226	1
102	125	0
134	217	1
95	235	0
112	216	1
98	189	0
114	205	0
130	226	1
107	228	1
103	215	1
99	179	0
128	205	1
93	215	1
143	210	1
123	226	1
149	226	1
88	227	0
100	173	0
94	215	0
100	221	1
101	203	0
94	209	1
81	258	0
95	223	0
102	222	1
92	188	0
100	186	0
86	228	1
88	213	1
112	209	0
84	198	0
78	246	0
105	233	0
105	223	0
122	150	0
101	236	0
154	223	1
109	229	1
97	153	0
104	175	0
87	201	0
106	268	0
84	191	0
100	187	0
75	212	0
161	217	1
102	201	0
92	204	1
112	235	0
110	171	0
106	182	0
111	226	1
158	209	1
119	227	1
103	229	1
179	208	1
96	183	0
154	221	1
100	217	1
89	218	1
103	157	0
82	187	0
117	197	0
65	224	1
144	206	1
140	216	1
142	223	1
103	196	0
84	199	0
127	212	1
105	190	0
96	191	0
144	202	1
143	223	1
133	222	1
94	163	0
105	214	1
101	182	0
80	207	1
79	219	1
104	228	1
152	214	1
130	207	1
154	212	1
102	226	0
134	214	1
107	223	1
98	196	0
110	199	0
149	218	1
93	225	0
145	206	1
125	209	1
112	195	0
108	226	1
82	231	1
92	220	1
95	168	0
111	231	0
76	221	0
129	221	1
104	198	0
88	178	0
126	248	1
184	199	1
56	209	1
111	246	1
116	213	1
102	185	0
119	200	0
109	205	0
92	197	0
105	149	0
156	213	1
90	247	0
120	234	1
96	210	1
102	140	0
89	232	1
109	234	0
131	210	1
100	212	1
97	158	0
102	166	0
107	197	0
88	203	0
120	213	1
116	153	0
101	217	1
117	229	0
133	224	1
135	215	1
111	190	0
96	196	0
162	208	1
94	193	0
123	192	0
108	233	1
120	214	1
145	202	1
165	222	1
129	219	1
26	187	1
94	224	1
101	197	0
143	228	1
97	247	0
109	176	0
124	222	1
98	200	0
115	222	1
147	204	1
116	205	1
63	209	1
127	197	1
88	163	0
85	251	0
163	202	1
81	209	1
108	232	1
127	228	1
113	186	0
84	126	0
96	195	0
104	213	1
111	249	0
96	157	0
103	201	0
163	217	1
160	218	1
106	225	0
101	248	0
88	202	0
161	214	1
122	201	1
138	218	1
139	225	0
99	200	0
114	221	1
165	208	1
138	228	1
106	211	1
82	237	0
98	219	1
94	202	0
100	229	0
96	242	0
92	215	1
104	237	0
87	188	0
96	200	0
106	154	0
100	166	0
174	216	1
151	213	1
113	209	0
107	191	0
140	252	1
89	230	0
101	196	0
93	167	0
73	215	1
120	207	1
77	201	0
178	247	1
106	219	1
120	232	1
85	170	0
104	197	0
142	213	1
104	263	0
120	212	1
127	221	1
105	209	0
88	174	0
86	223	1
122	220	0
99	220	1
108	228	1
91	199	0
87	205	0
102	220	0
138	222	1
120	212	1
81	230	0
96	171	0
120	216	1
163	227	1
110	177	0
155	219	1
105	214	1
100	239	0
100	168	0
122	206	1
85	215	0
108	238	1
171	214	1
126	212	1
122	223	0
80	155	0
101	220	0
86	210	0
46	226	1
101	222	0
149	225	1
61	200	1
144	240	1
134	238	1
97	212	1
100	179	0
131	178	0
112	207	1
116	227	1
97	227	0
117	205	0
100	215	0
100	201	0
96	192	0
111	183	0
92	209	0
115	213	1
103	203	1
105	203	0
95	192	0
100	235	0
136	226	1
85	198	0
98	205	0
92	231	0
104	230	1
155	231	1
102	165	0
130	212	1
137	212	1
91	203	1
125	244	1
127	225	1
96	170	0
104	231	1
136	235	1
120	211	1
88	225	1
72	213	1
162	232	1
112	246	0
143	211	1
97	196	1
112	204	0
112	188	0
94	200	0
97	228	1
96	214	0
163	218	1
109	182	0
102	173	0
84	230	0
122	203	1
87	232	1
103	176	0
91	235	1
111	254	0
94	165	0
138	223	1
102	199	0
97	150	0
104	175	0
100	206	0
127	216	1
106	233	0
96	223	1
84	235	0
57	215	1
118	206	0
83	214	0
149	227	1
118	232	1
102	221	0
113	220	0
167	221	1
116	212	1
114	182	0
82	212	0
117	216	1
155	219	1
114	217	1
105	264	0
102	257	0
122	237	1
100	274	0
93	229	1
131	217	1
107	256	0
108	213	0
100	193	0
95	216	1
147	216	1
134	232	1
107	210	1
116	250	0
91	201	0
154	217	1
80	225	0
159	209	1
66	224	1
95	236	0
84	219	0
111	207	1
104	165	0
85	231	1
126	138	0
128	217	1
115	171	0
101	212	0
118	189	1
101	236	0
152	218	1
108	207	1
106	228	1
104	218	0
121	222	1
176	205	1
108	207	0
98	214	0
100	262	0
96	252	0
106	244	0
99	239	1
98	232	1
194	231	0
137	210	1
88	208	1
92	176	0
135	199	1
115	210	0
152	217	1
71	203	1
109	220	1
142	207	1
171	219	1
87	213	1
92	171	0
110	176	0
146	208	1
97	222	0
93	148	0
93	252	0
169	218	1
106	225	0
119	216	1
121	224	1
169	218	1
106	225	1
133	219	1
134	218	1
92	163	0
96	148	0
94	228	0
87	202	0
149	213	1
111	173	0
121	215	1
126	223	1
96	187	0
107	211	1
119	221	0
113	198	0
132	229	1
98	212	0
104	221	1
87	215	1
77	219	1
115	224	1
103	161	0
93	212	1
109	212	0
104	264	0
91	166	0
118	223	1
160	227	1
101	191	0
106	219	1
122	223	1
109	221	1
92	218	0
128	235	1
146	213	1
113	200	1
102	220	1
163	201	1
106	226	1
129	225	1
82	222	1
142	222	1
89	210	1
98	268	0
103	155	0
133	207	1
118	196	1
112	154	0
116	154	0
99	187	0
102	217	1
134	220	1
167	227	1
105	262	0
75	219	1
88	214	1
99	185	0
96	168	0
101	202	0
153	215	1
107	189	0
89	217	1
101	181	0
103	206	0
120	210	1
86	183	0
140	243	1
102	210	1
124	207	0
109	220	1
67	224	1
84	218	1
100	202	0
102	205	0
76	219	1
114	224	0
109	215	1
118	205	0
88	148	0
123	222	1
180	228	1
108	213	1
106	193	0
97	246	0
114	176	0
121	210	1
144	228	1
130	220	1
135	217	1
144	218	1
95	178	0
95	182	0
115	212	1
94	220	0
66	207	1
97	129	0
85	224	1
111	185	0
147	223	1
99	152	0
87	211	0
75	213	1
100	208	0
84	186	0
96	203	0
158	215	1
113	198	0
82	226	0
100	200	0
145	220	1
81	246	1
110	224	1
92	177	0
95	186	0
162	216	1
100	233	0
121	224	1
80	219	1
109	187	0
146	214	1
139	214	1
104	241	1
109	226	1
98	223	0
109	244	1
178	212	1
111	259	0
42	211	1
100	170	0
89	196	0
97	233	0
95	227	0
126	212	1
89	182	0
102	225	0
74	212	1
104	190	0
97	247	1
108	212	1
61	201	1
117	225	1
132	218	1
95	157	0
85	140	0
95	201	0
111	228	0
96	185	0
109	206	0
143	234	1
104	233	1
149	236	1
64	212	1
111	207	1
144	226	1
95	223	1
100	192	0
92	175	0
127	211	1
112	219	0
145	208	1
100	188	0
85	206	0
103	188	0
112	214	0
119	205	1
106	232	0
162	220	1
154	223	1
94	216	0
131	224	1
76	221	1
93	222	0
107	193	0
91	218	0
86	217	1
134	223	1
103	221	1
107	206	1
83	232	1
93	222	1
86	189	0
114	217	1
146	214	1
120	236	1
170	223	1
99	192	0
84	230	0
148	230	1
128	225	1
93	237	0
116	214	0
104	198	0
86	203	1
106	196	1
173	202	1
76	119	0
171	216	1
139	238	1
89	213	0
90	193	0
93	214	0
106	245	1
91	251	0
126	220	1
130	205	1
92	213	0
124	200	1
69	209	1
125	222	1
123	220	1
100	229	0
93	219	0
98	229	1
115	217	1
53	221	1
82	226	1
106	225	0
104	205	0
118	234	0
52	210	1
119	210	1
95	192	0
116	194	0
88	233	0
171	216	1
91	248	0
95	221	1
95	214	1
110	196	0
144	224	1
113	227	1
101	225	0
108	193	0
101	192	0
121	225	1
145	230	1
135	232	1
38	223	1
112	220	0
150	237	1
97	175	0
89	236	0
111	196	0
100	230	1
79	212	1
91	199	0
133	217	1
97	201	0
94	221	0
81	202	0
104	181	0
87	235	0
169	223	1
93	131	0
74	228	1
95	190	0
95	193	0
116	191	0
99	170	0
96	229	1
117	204	1
142	222	1
96	191	1
109	208	0
102	219	0
91	172	0
163	222	1
119	214	1
110	208	0
134	219	1
110	222	0
133	213	1
217	215	1
92	220	0
106	158	0
120	248	1
102	236	0
126	215	1
101	192	0
120	228	0
100	192	0
61	229	1
114	104	0
113	220	1
85	170	1
95	201	0
133	219	1
114	216	1
109	170	0
83	169	0
105	177	0
110	192	0
109	182	0
135	221	1
88	212	0
120	218	1
107	223	1
159	220	1
128	228	1
93	185	0
110	215	1
77	196	0
115	245	0
90	196	0
158	224	1
122	225	1
114	174	0
86	215	1
174	237	1
90	263	0
96	199	0
81	85	0
94	178	0
151	223	1
160	217	1
125	200	0
147	211	1
180	217	1
93	261	0
93	246	0
102	159	0
72	212	1
98	178	0
119	196	0
114	191	0
80	224	1
133	207	0
105	221	1
101	222	0
112	209	0
129	226	1
104	188	0
86	190	0
135	209	1
121	256	0
100	215	0
82	231	1
81	166	0
103	245	0
97	208	1
103	211	1
111	164	0
104	220	1
140	217	1
136	232	1
156	220	1
90	144	0
112	231	0
109	226	1
91	230	0
72	199	0
99	190	0
87	197	0
62	237	1
158	214	1
84	172	0
114	199	0
99	230	1
113	181	0
187	223	1
92	200	0
93	163	0
108	161	0
86	184	0
82	223	1
97	270	0
70	216	1
89	201	0
91	197	0
104	168	0
86	207	0
107	165	0
104	195	0
92	196	0
100	257	0
93	216	1
97	192	0
108	217	0
156	208	1
106	219	1
133	224	1
134	212	1
120	226	1
97	233	0
91	168	0
103	180	0
82	215	0
68	224	1
100	170	0
135	220	1
113	194	0
102	137	0
74	237	1
133	217	1
94	187	0
89	215	1
103	214	1
144	221	1
77	215	1
111	232	0
100	188	0
122	224	1
152	218	1
110	216	0
112	224	0
153	205	1
97	210	1
70	201	1
88	232	0
142	220	1
77	172	0
93	208	0
97	129	0
118	221	1
157	223	1
106	252	0
119	157	0
78	208	1
73	206	1
131	220	1
117	218	0
90	154	0
107	221	1
111	216	0
82	218	1
93	208	0
116	195	0
104	229	1
72	220	1
135	239	1
83	201	1
94	218	0
175	206	1
143	226	1
89	203	0
125	225	1
116	234	1
150	233	1
102	238	1
109	165	0
120	200	0
115	220	1
98	236	0
120	220	1
107	227	1
135	214	1
105	203	0
112	201	1
142	220	1
97	197	0
106	200	0
118	204	1
91	157	0
100	202	0
113	158	0
86	183	0
83	210	1
136	229	1
138	225	1
122	212	1
100	173	0
120	214	1
122	187	0
84	224	0
125	221	1
167	226	1
110	220	1
98	209	1
105	209	1
111	217	0
98	208	0
99	217	0
53	220	1
102	227	0
122	223	1
98	161	0
101	178	0
123	196	0
113	196	0
168	213	1
82	223	1
110	215	0
98	143	0
108	219	0
56	211	1
66	235	1
124	225	1
114	234	0
83	142	0
96	183	0
124	229	1
92	158	0
98	232	1
101	221	0
102	245	0
104	216	0
106	221	0
112	159	0
93	220	1
166	214	1
114	215	0
88	216	1
91	197	0
98	228	1
99	222	1
104	220	0
106	230	1
112	266	0
106	213	0
114	221	0
86	189	0
179	207	1
112	220	1
61	225	1
99	236	1
114	223	1
136	216	0
82	224	0
96	248	0
133	238	1
114	211	1
116	231	1
109	164	0
154	226	1
115	230	1
99	145	0
80	219	0
119	184	0
108	244	0
107	221	0
137	216	1
129	227	1
168	206	1
110	182	0
104	205	0
120	224	1
88	184	0
84	216	1
169	217	1
132	211	1
176	230	1
104	216	1
76	239	0
97	227	1
97	207	0
111	160	0
147	229	1
110	199	1
85	188	0
115	215	1
136	232	1
105	214	1
100	189	0
102	173	0
99	176	0
116	230	1
173	214	1
110	186	0
90	179	0
112	220	1
115	169	0
101	195	0
107	175	0
64	234	1
89	196	0
150	233	1
106	213	1
87	220	1
107	214	1
133	222	1
115	225	1
118	213	1
165	226	1
124	220	1
116	234	0
97	195	0
79	187	0
80	238	0
97	209	1
112	214	1
104	230	0
104	219	0
103	224	1
104	225	0
98	213	1
97	175	0
99	188	0
117	235	1
112	180	0
91	240	0
97	222	0
143	220	1
88	194	0
100	243	0
99	225	0
126	219	1
90	204	1
75	233	1
147	224	1
103	162	0
87	179	0
140	203	1
105	231	1
100	219	0
62	220	1
162	224	1
166	214	1
102	223	1
104	236	0
105	210	1
122	221	1
208	257	1
102	207	0
187	210	1
101	193	0
117	222	1
101	211	1
116	224	1
87	212	1
93	230	1
100	228	0
102	180	0
97	204	0
88	174	0
100	200	0
104	197	0
84	148	0
82	220	1
103	229	1
56	220	0
175	224	1
113	223	0
126	214	1
134	224	1
151	216	1
104	205	1
90	226	0
119	207	1
74	205	0
100	227	0
97	169	0
93	167	0
110	222	1
74	234	1
105	219	1
104	239	0
108	160	0
97	205	1
98	232	0
143	204	1
148	204	1
120	217	1
135	228	1
96	185	0
100	196	0
104	175	0
110	225	0
83	218	1
91	153	0
147	219	1
90	225	0
94	216	1
113	226	1
105	231	0
142	230	1
116	229	1
113	209	0
93	229	1
114	210	1
116	209	1
117	216	1
103	136	0
193	220	1
185	224	1
100	180	0
130	219	1
102	197	0
102	258	0
93	211	1
101	210	1
132	228	1
97	218	1
93	200	0
122	215	1
117	162	0
103	194	0
182	229	0
83	181	0
106	220	0
103	233	1
165	217	1
72	194	0
89	182	0
105	203	0
89	208	0
119	168	0
133	197	1
117	258	0
98	220	0
101	180	0
99	229	1
105	172	0
100	241	0
117	254	0
99	223	1
107	208	0
126	203	1
181	215	1
107	198	0
94	194	0
100	224	0
75	227	1
133	218	1
100	231	0
136	209	1
157	209	1
67	228	1
85	220	1
107	235	0
100	226	0
139	235	1
111	143	0
99	229	1
171	228	1
159	190	1
178	221	1
150	222	1
100	159	0
134	227	1
93	186	0
111	226	0
106	203	1
97	234	0
97	176	0
106	229	0
138	210	1
117	234	0
120	219	1
91	220	1
149	227	1
110	230	1
99	208	1
186	222	1
154	209	0
103	154	0
65	216	1
112	172	0
105	252	0
89	210	1
122	211	1
61	201	1
89	211	1
172	199	1
97	258	0
151	222	1
102	206	0
103	247	0
105	219	1
116	211	0
99	198	0
99	179	0
120	213	1
100	206	0
120	221	1
101	219	0
122	213	1
157	215	1
68	218	1
99	221	1
186	228	1
105	229	0
102	216	1
105	222	1
127	231	1
110	231	1
138	216	1
104	229	0
111	210	0
94	270	0
149	221	1
78	221	1
84	180	0
111	173	0
92	223	0
120	217	1
95	257	0
98	229	0
153	219	1
120	180	0
173	229	1
86	219	0
104	237	1
98	184	0
94	225	0
120	215	1
44	225	1
121	222	1
95	222	1
85	202	1
99	196	0
86	233	0
78	202	0
124	219	1
100	205	0
96	228	0
100	243	0
139	223	1
112	216	1
106	204	0
101	222	0
71	229	1
104	227	0
120	148	0
99	170	0
115	210	1
105	236	1
52	220	1
95	204	0
96	205	0
125	213	1
126	230	1
103	219	0
82	231	1
95	226	1
104	200	1
91	200	0
89	170	0
86	185	0
106	183	0
84	213	0
96	179	0
103	240	1
136	220	1
128	210	1
108	177	0
98	130	0
108	192	0
93	206	0
141	204	1
100	227	1
112	200	0
128	230	1
98	217	1
141	215	1
78	226	1
93	175	0
135	230	1
67	222	1
196	232	1
87	223	1
113	230	1
63	208	1
107	210	0
82	227	0
135	212	1
119	169	0
111	167	0
79	220	1
112	225	1
107	253	0
105	219	1
107	216	1
106	232	0
102	221	0
117	176	0
100	219	0
113	164	0
86	136	0
124	190	1
114	225	1
110	225	0
112	215	0
97	195	0
129	227	1
115	227	0
161	203	1
96	209	0
108	204	0
161	244	1
91	247	0
153	213	1
79	165	0
110	200	0
71	215	1
131	221	1
96	252	0
154	225	1
106	226	1
90	242	0
96	220	1
72	221	1
94	236	0
130	218	1
127	207	1
79	172	0
94	190	0
107	169	0
154	223	1
85	262	0
110	224	1
110	210	1
113	226	1
134	220	1
158	220	1
108	148	0
125	229	1
124	204	0
120	214	1
115	233	1
119	210	1
105	228	0
83	180	0
192	219	1
99	229	1
129	203	0
102	161	0
81	218	1
91	190	0
85	243	1
100	216	1
161	221	1
116	200	0
120	222	1
89	214	0
111	175	0
140	230	1
129	239	1
107	205	0
101	188	0
125	224	1
70	223	1
143	210	1
81	215	1
117	282	0
93	177	0
120	228	1
94	170	0
152	235	1
100	156	0
89	229	1
73	204	1
98	168	0
96	168	0
113	230	1
92	208	0
153	217	1
120	192	1
94	201	0
94	176	0
93	162	0
106	221	1
100	259	0
84	238	1
94	262	0
111	236	1
159	216	1
105	217	0
113	200	0
72	201	1
112	206	0
151	214	1
88	210	0
98	222	1
138	211	1
102	228	1
75	234	1
127	223	1
72	219	1
90	223	1
109	206	1
122	204	1
127	219	0
146	227	1
78	151	0
112	166	0
140	218	1
125	198	1
103	215	0
91	182	0
86	142	0
116	190	0
101	246	0
87	221	1
182	209	1
68	223	1
146	219	1
153	229	1
91	183	0
129	225	1
150	229	1
85	186	0
142	211	1
115	207	0
89	209	0
102	194	0
104	215	1
86	223	1
189	210	1
106	225	1
59	224	1
89	228	0
101	190	0
174	218	1
96	159	0
159	222	1
64	225	1
103	179	0
137	221	1
119	227	1
94	203	0
108	176	0
102	191	0
87	209	0
110	213	0
107	201	0
88	227	0
103	220	0
177	211	1
108	209	0
106	180	0
111	197	0
102	263	0
104	206	0
112	232	1
81	226	1
147	220	1
106	219	0
100	157	0
125	228	1
100	204	0
100	192	0
107	191	0
67	220	1
113	181	0
62	210	1
103	169	0
102	184	0
61	223	1
92	174	0
104	241	0
150	237	1
156	246	1
161	221	1
134	201	1
109	234	1
115	243	0
94	158	0
164	211	1
103	184	0
149	215	1
169	211	1
99	254	0
139	221	1
91	252	0
145	228	1
103	179	0
124	218	1
108	217	1
119	216	1
106	227	0
92	185	0
191	220	1
118	220	1
121	227	0
114	209	1
90	147	0
106	173	0
135	217	1
97	210	0
175	215	1
87	223	1
104	220	1
100	207	0
107	169	0
107	214	0
127	203	1
130	222	1
129	207	1
111	235	1
140	225	1
201	216	1
73	224	1
106	245	0
92	196	0
158	227	1
108	180	0
113	220	1
153	217	1
102	165	0
89	187	0
88	181	0
106	226	0
192	240	1
89	233	1
114	203	0
69	218	1
103	210	0
167	205	1
101	220	1
119	190	0
125	234	1
93	194	0
172	205	1
92	154	0
95	222	1
88	171	0
115	226	1
111	230	1
100	230	0
131	222	1
93	161	0
128	285	0
171	205	1
94	223	0
111	210	1
88	214	0
88	235	0
103	245	0
105	128	0
118	228	0
71	209	1
114	210	0
129	226	1
97	204	1
141	218	1
109	163	0
88	228	0
165	241	1
79	206	0
82	201	0
128	230	1
98	227	1
126	218	1
139	223	1
114	220	1
117	127	0
91	204	0
92	214	0
112	207	0
100	197	0
144	206	1
104	234	1
100	213	1
108	208	0
105	183	0
99	226	0
96	174	0
75	185	0
141	220	1
108	236	1
51	211	1
79	217	1
101	199	1
134	216	1
115	193	0
84	230	0
82	184	0
135	204	1
115	209	1
100	203	0
115	174	0
131	211	1
82	177	0
155	237	1
138	216	1
120	209	1
106	241	0
157	225	1
165	228	1
91	118	0
86	231	0
101	159	0
105	205	0
102	186	0
133	210	1
96	192	0
101	128	0
101	215	0
101	247	0
136	209	1
107	212	0
98	218	0
115	219	0
118	207	1
84	208	0
105	193	0
133	211	1
96	162	0
99	226	0
90	218	0
127	217	1
129	233	1
109	205	1
87	229	1
130	229	1
63	227	1
104	173	0
94	228	0
116	239	1
154	230	1
162	231	1
85	240	1
64	226	1
108	219	1
159	214	1
112	210	0
177	225	1
115	201	1
55	214	1
108	221	1
117	218	1
102	142	0
130	218	1
94	185	0
91	165	0
156	216	1
92	212	1
157	227	1
112	220	0
94	227	0
110	161	0
143	216	1
82	201	1
121	205	0
145	236	1
87	128	0
89	219	1
107	222	1
95	245	1
81	224	1
99	225	0
99	230	1
112	229	1
89	216	1
104	218	1
88	203	0
99	224	0
90	224	1
94	262	0
105	266	0
101	185	0
99	165	0
100	259	0
104	203	1
86	240	0
134	218	1
89	194	0
101	203	0
183	220	1
125	231	1
114	229	0
109	230	1
116	213	1
87	210	0
126	221	1
101	145	0
105	230	0
97	232	0
135	207	1
113	234	1
97	184	0
92	229	0
63	216	1
115	185	0
96	223	1
128	223	1
91	224	0
98	197	0
99	217	0
94	165	0
134	223	1
105	152	0
144	218	1
96	191	0
113	238	1
98	262	0
108	186	0
87	221	1
113	194	0
96	245	0
91	194	0
127	228	1
96	166	0
100	229	0
101	228	1
147	210	1
112	234	1
128	204	1
122	213	1
94	213	0
100	220	1
162	219	1
113	221	1
109	225	1
110	223	1
82	219	1
141	223	1
94	219	1
172	199	1
122	233	1
86	199	0
116	208	1
100	209	0
99	200	0
138	206	1
81	226	1
111	227	0
103	264	0
100	195	0
148	216	1
133	220	1
122	213	1
90	183	0
73	220	1
79	225	1
115	198	0
100	199	0
100	208	1
116	194	0
97	175	0
120	220	1
93	224	1
104	135	0
121	232	1
114	202	1
75	230	1
113	203	1
88	174	0
111	214	0
115	220	1
152	203	1
129	221	1
132	210	1
86	192	0
96	188	0
93	224	1
137	226	1
118	210	1
104	147	0
102	220	0
76	220	1
90	267	0
100	167	0
93	214	0
116	220	0
102	215	0
78	197	0
121	219	1
89	227	0
97	231	0
154	201	1
100	151	0
111	228	1
84	240	0
171	228	1
160	228	1
97	191	0
113	209	0
166	238	1
92	194	0
96	184	0
86	185	0
100	200	0
157	220	1
126	211	1
91	191	0
107	185	0
100	205	0
85	210	1
106	197	0
85	181	0
186	223	1
98	244	1
102	231	0
113	222	1
99	162	0
142	221	1
91	227	1
115	212	0
135	222	1
109	189	0
179	215	1
142	210	1
206	222	1
99	208	1
80	188	0
88	225	1
103	223	1
114	228	1
118	210	0
89	202	1
85	220	0
86	229	1
98	173	0
167	218	1
164	219	1
101	228	1
134	223	1
97	230	1
92	231	0
100	202	0
95	237	0
136	231	1
109	217	0
94	218	1
105	224	1
112	226	1
101	208	1
102	219	1
103	167	0
105	216	0
94	195	0
90	164	0
117	209	1
108	205	0
94	221	0
107	182	0
116	256	0
120	223	1
97	216	0
70	224	1
116	175	0
99	132	0
87	182	0
73	265	0
140	224	1
118	174	0
100	227	1
94	196	0
117	220	1
129	212	1
105	181	0
150	223	1
143	215	1
153	220	1
98	227	1
95	194	0
134	216	1
87	171	0
130	222	1
90	216	1
159	216	1
120	220	1
85	220	1
114	261	0
69	218	1
109	211	1
107	131	0
97	176	0
102	187	0
108	214	1
126	215	1
114	221	1
183	225	1
84	200	1
77	236	1
107	192	0
103	200	0
89	218	0
96	214	0
111	205	0
115	192	1
149	220	1
87	227	1
100	154	0
99	224	1
94	166	0
124	218	1
108	240	1
104	210	0
124	212	1
137	221	1
114	228	0
111	218	0
78	220	1
88	222	1
90	218	1
163	232	1
118	148	0
85	222	1
97	197	0
99	165	0
101	216	0
93	165	0
