id	height	weight	age	heartRate	passed
1152	72	169	27	65	n
1153	69	164	35	78	n
1154	69	195	34	61	n
1155	69	201	29	92	y
1156	69	203	40	91	n
1157	69	172	31	69	n
1158	65	186	35	79	y
1159	69	188	36	90	y
1160	70	176	24	67	n
1161	69	209	30	85	y
1162	71	151	36	71	n
1163	69	189	35	68	n
1164	67	163	21	86	y
1165	69	160	31	57	n
1166	70	184	42	105	y
1167	67	168	24	69	n
1168	69	194	39	90	y
1169	69	158	33	66	n
1170	68	190	38	87	y
1171	69	183	42	64	n
1172	69	191	30	94	y
1173	69	173	35	80	y
1174	67	169	35	65	n
1175	68	186	45	85	y
1176	70	180	35	47	n
1177	68	197	46	82	y
1178	73	201	29	84	y
1179	71	174	27	75	n
1180	70	192	40	66	n
1181	71	171	29	88	y
1182	69	222	31	80	y
1183	71	193	47	73	y
1184	70	220	35	79	y
1185	65	173	36	62	n
1186	66	162	29	62	n
1187	69	179	35	86	y
1188	70	194	37	83	n
1189	70	203	26	88	y
1190	68	196	43	71	n
1191	71	185	38	85	y
1192	69	191	27	87	y
1193	69	189	32	85	y
1194	69	194	41	75	n
1195	70	168	26	73	n
1196	70	184	32	81	y
1197	69	151	54	53	n
1198	69	177	40	65	n
1199	70	169	29	65	n
1200	65	168	35	67	n
1201	69	208	37	87	y
1202	69	182	31	86	y
1203	69	159	37	62	n
1204	68	173	30	58	n
1205	69	223	38	83	y
1206	67	202	43	99	y
1207	70	189	29	85	y
1208	67	186	28	61	n
1209	69	182	29	57	n
1210	69	195	39	56	n
1211	66	172	37	62	n
1212	69	179	31	79	y
1213	69	168	35	69	n
1214	69	176	37	86	y
1215	67	209	38	86	y
1216	69	170	32	50	n
1217	72	175	37	61	n
1218	73	183	42	64	n
1219	69	150	38	55	n
1220	69	208	32	88	y
1221	72	171	26	62	n
1222	70	159	29	80	n
1223	70	159	38	66	n
1224	69	167	27	88	y
1225	69	174	32	82	n
1226	73	203	42	93	y
1227	69	198	31	67	n
1228	70	126	33	75	n
1229	68	148	38	56	n
1230	68	170	38	56	n
1231	69	205	33	79	y
1232	68	190	29	78	y
1233	68	161	45	63	n
1234	68	157	29	63	y
1235	68	197	31	102	y
1236	71	157	43	67	n
1237	69	164	27	66	n
1238	69	172	41	60	n
1239	69	161	30	65	n
1240	69	208	34	89	y
1241	65	170	36	57	n
1242	68	210	44	91	y
1243	70	175	39	70	n
1244	69	207	36	67	n
1245	69	209	35	86	y
1246	71	180	41	85	y
1247	70	200	24	86	y
1248	70	206	31	84	n
1249	68	180	28	54	y
1250	69	190	35	85	y
1251	69	188	36	102	y
1252	69	198	41	96	y
1253	70	170	37	73	n
1254	69	198	35	94	y
1255	69	204	41	77	y
1256	68	210	43	94	y
1257	69	182	36	78	y
1258	71	163	43	75	n
1259	70	170	30	61	n
1260	65	192	39	76	y
1261	69	211	35	85	y
1262	69	187	34	82	y
1263	69	160	35	62	n
1264	69	184	34	56	n
1265	71	187	25	47	n
1266	69	180	27	70	y
1267	67	173	33	64	n
1268	66	146	23	59	n
1269	69	181	33	87	y
1270	71	181	20	65	n
1271	69	183	40	88	y
1272	71	180	35	65	n
1273	68	169	22	64	n
1274	68	203	26	97	y
1275	68	173	43	61	n
1276	67	196	40	74	y
1277	68	192	43	81	y
1278	68	157	37	73	n
1279	69	185	37	82	y
1280	68	189	37	76	y
1281	72	194	38	70	y
1282	69	175	45	73	n
1283	69	114	34	86	n
1284	69	162	40	64	n
1285	67	167	35	73	n
1286	70	186	36	79	y
1287	69	182	30	70	n
1288	70	190	31	82	y
1289	69	190	35	102	y
1290	71	155	32	66	n
1291	69	171	31	100	y
1292	68	163	35	62	y
1293	68	190	28	90	y
1294	69	147	33	60	n
1295	68	173	35	90	y
1296	67	196	33	65	n
1297	69	196	35	95	y
1298	70	192	26	79	y
1299	69	210	35	79	y
1300	69	203	34	86	n
1301	70	198	30	95	y
1302	69	170	29	77	n
1303	69	193	49	86	y
1304	68	174	37	72	n
1305	67	156	36	62	n
1306	69	170	46	54	n
1307	67	153	33	63	y
1308	68	188	31	69	y
1309	70	187	33	88	y
1310	69	171	41	68	n
1311	68	168	35	65	n
1312	68	184	42	87	y
1313	64	230	40	90	y
1314	73	162	34	78	n
1315	70	198	40	107	y
1316	69	159	42	55	n
1317	71	181	30	58	n
1318	69	161	34	74	y
1319	67	173	43	51	n
1320	71	208	43	97	y
1321	69	174	37	63	n
1322	69	170	29	58	n
1323	71	169	35	71	n
1324	66	195	37	92	y
1325	69	207	35	85	y
1326	70	162	41	69	n
1327	68	205	35	85	y
1328	70	199	46	87	y
1329	67	207	36	99	y
1330	69	170	33	81	y
1331	68	163	39	73	n
1332	69	172	34	84	y
1333	68	189	31	65	n
1334	72	164	39	80	y
1335	69	174	44	72	n
1336	70	170	26	63	n
1337	69	193	39	71	y
1338	69	168	41	67	n
1339	68	207	35	81	y
1340	71	157	22	64	n
1341	70	200	25	75	y
1342	67	174	40	94	y
1343	70	190	44	104	y
1344	71	180	39	61	n
1345	70	210	34	92	y
1346	70	178	33	86	y
1347	69	203	46	83	y
1348	69	185	45	85	y
1349	68	174	36	56	n
1350	69	177	31	80	y
1351	68	165	35	74	n
1352	70	152	24	70	n
1353	69	171	37	80	n
1354	70	171	40	55	n
1355	68	171	41	72	n
1356	69	196	34	79	y
1357	72	179	23	83	y
1358	69	201	27	88	y
1359	69	193	41	90	y
1360	72	189	30	92	y
1361	66	171	31	61	n
1362	69	199	39	51	n
1363	66	206	43	78	y
1364	70	208	29	85	y
1365	69	151	36	72	n
1366	71	160	34	60	n
1367	68	204	32	80	y
1368	71	185	34	89	y
1369	68	203	31	85	y
1370	70	190	33	73	y
1371	67	178	25	89	y
1372	67	185	46	86	n
1373	67	187	35	81	y
1374	68	162	33	54	y
1375	69	160	35	62	n
1376	69	162	31	60	n
1377	69	164	34	81	y
1378	69	190	43	89	y
1379	68	168	40	75	n
1380	67	177	49	96	y
1381	66	169	34	64	n
1382	69	179	28	83	y
1383	69	166	34	75	y
1384	69	148	35	65	n
1385	69	175	23	86	y
1386	69	189	42	104	y
1387	69	201	37	68	n
1388	69	174	29	87	y
1389	67	190	35	61	n
1390	72	199	23	82	y
1391	69	170	34	73	n
1392	67	209	48	94	y
1393	69	183	33	59	n
1394	70	186	35	88	y
1395	69	164	32	52	n
1396	70	186	30	96	y
1397	66	181	39	83	y
1398	68	168	35	58	n
1399	69	170	33	98	y
1400	70	200	32	96	y
1401	70	168	30	63	n
1402	71	164	38	89	y
1403	71	179	31	52	n
1404	67	170	32	67	n
1405	73	193	34	78	y
1406	69	173	28	69	n
1407	72	176	38	90	y
1408	72	183	35	93	n
1409	66	165	31	60	n
1410	69	210	43	77	y
1411	71	169	37	67	n
1412	69	177	25	58	n
1413	69	190	27	93	y
1414	69	184	25	71	n
1415	69	215	38	70	n
1416	73	162	37	58	n
1417	69	183	50	73	y
1418	67	199	37	62	n
1419	71	202	17	89	y
1420	70	186	36	92	y
1421	69	165	32	66	n
1422	69	174	41	87	y
1423	71	181	35	57	n
1424	68	194	35	87	y
1425	70	180	27	66	n
1426	64	179	39	63	n
1427	71	177	36	80	y
1428	70	199	34	107	y
1429	67	185	38	66	n
1430	70	181	31	71	n
1431	68	180	29	61	n
1432	67	191	31	80	y
1433	70	184	35	60	n
1434	69	165	23	66	y
1435	69	194	25	93	y
1436	69	171	29	49	n
1437	67	202	35	48	n
1438	68	182	37	83	y
1439	69	190	36	100	y
1440	69	194	31	89	y
1441	69	204	35	78	y
1442	70	183	43	84	y
1443	69	206	36	72	y
1444	69	198	32	61	n
1445	70	169	32	84	y
1446	71	216	23	94	n
1447	69	172	30	82	y
1448	69	200	37	87	y
1449	71	185	35	65	n
1450	69	188	26	85	y
1451	68	205	34	90	y
1452	70	130	40	48	y
1453	68	169	44	67	y
1454	70	193	35	71	y
1455	69	174	38	64	n
1456	73	146	43	57	n
1457	67	199	36	72	y
1458	68	195	30	75	y
1459	70	178	35	74	y
1460	72	208	37	89	y
1461	69	179	35	96	y
1462	69	208	41	85	y
1463	69	170	31	78	n
1464	66	207	31	79	y
1465	70	182	31	63	n
1466	67	166	33	68	n
1467	69	146	41	73	n
1468	70	162	34	64	n
1469	69	167	41	69	n
1470	66	170	20	68	n
1471	68	169	42	53	n
1472	69	153	30	65	n
1473	71	187	40	96	y
1474	69	177	30	94	y
1475	71	178	37	77	y
1476	68	177	34	67	n
1477	68	172	35	77	n
1478	67	181	36	61	n
1479	69	208	25	81	y
1480	69	168	24	60	n
1481	69	196	32	73	y
1482	69	182	35	70	n
1483	69	155	39	48	n
1484	66	172	29	94	y
1485	70	173	35	82	y
1486	70	162	36	62	n
1487	70	191	41	85	n
1488	70	189	34	97	y
1489	71	172	35	61	n
1490	67	171	26	96	y
1491	66	197	30	97	y
1492	66	192	35	85	y
1493	70	181	34	65	n
1494	69	191	37	54	n
1495	66	142	40	49	n
1496	65	194	38	87	y
1497	67	183	22	70	n
1498	65	164	25	52	n
1499	70	158	26	80	n
1500	69	201	35	86	y
1501	70	170	32	52	n
1502	69	176	32	85	y
1503	72	183	39	66	n
1504	71	160	26	64	n
1505	70	182	39	81	n
1506	69	162	43	79	y
1507	72	181	33	88	y
1508	67	171	35	58	n
1509	67	192	29	83	n
1510	73	189	34	92	y
1511	69	200	31	89	y
1512	69	165	40	85	y
1513	69	150	41	65	n
1514	71	173	27	78	y
1515	67	186	31	68	n
1516	72	192	47	60	n
1517	70	170	45	59	n
1518	66	188	41	81	y
1519	69	197	34	91	y
1520	67	151	31	51	n
1521	67	201	33	79	n
1522	70	197	35	76	n
1523	69	168	33	66	n
1524	70	167	31	67	n
1525	69	175	33	81	y
1526	69	191	37	74	n
1527	69	202	27	85	y
1528	68	179	39	87	y
1529	69	164	39	64	n
1530	67	175	35	94	y
1531	68	173	33	90	y
1532	70	199	28	86	y
1533	69	209	39	85	y
1534	69	164	25	77	y
1535	72	171	37	65	n
1536	71	197	30	88	y
1537	71	164	33	63	n
1538	68	162	17	67	n
1539	70	201	42	65	y
1540	69	164	31	85	y
1541	69	174	35	80	n
1542	68	166	37	69	n
1543	69	193	40	77	y
1544	67	171	32	66	n
1545	69	153	33	59	n
1546	68	166	43	61	n
1547	68	195	33	66	n
1548	71	175	40	49	n
1549	69	172	36	91	y
1550	71	178	44	71	n
1551	69	146	26	82	n
1552	69	231	37	87	y
1553	70	184	38	86	y
1554	71	152	33	58	n
1555	69	191	25	78	y
1556	70	201	43	89	y
1557	69	185	26	84	y
1558	67	193	39	76	y
1559	72	197	42	83	y
1560	70	179	39	81	y
1561	69	169	37	65	n
1562	69	184	37	91	y
1563	70	177	26	70	n
1564	72	188	27	69	n
1565	70	168	40	66	n
1566	69	171	42	70	n
1567	67	151	23	53	n
1568	69	174	35	67	n
1569	70	157	31	60	n
1570	69	187	35	76	y
1571	69	172	38	69	n
1572	69	206	40	64	n
1573	70	205	39	65	y
1574	67	199	36	77	y
1575	71	161	35	68	n
1576	70	170	37	83	y
1577	69	170	36	61	n
1578	70	170	32	59	n
1579	69	198	32	73	y
1580	69	161	38	50	n
1581	73	212	35	84	y
1582	68	191	38	86	y
1583	67	191	35	97	y
1584	68	168	36	73	n
1585	66	177	31	85	y
1586	69	163	35	56	n
1587	69	172	39	78	n
1588	70	179	18	85	y
1589	69	181	38	70	n
1590	70	199	36	68	n
1591	69	150	26	54	n
1592	69	192	29	101	y
1593	69	174	34	72	n
1594	69	205	41	81	y
1595	67	181	37	61	n
1596	69	199	21	85	y
1597	70	190	40	88	y
1598	71	205	41	87	y
1599	69	202	36	97	y
1600	70	175	44	71	n
1601	71	201	45	78	y
1602	73	187	35	90	y
1603	68	190	33	75	n
1604	67	151	32	62	n
1605	67	171	36	55	n
1606	65	176	31	84	y
1607	67	192	28	62	n
1608	69	164	39	74	n
1609	69	218	40	88	y
1610	69	184	40	80	y
1611	71	155	21	62	n
1612	68	168	35	73	y
1613	67	165	32	81	y
1614	67	174	43	56	n
1615	69	196	39	85	y
1616	70	179	39	88	y
1617	69	169	33	76	y
1618	73	142	26	73	n
1619	69	193	41	86	y
1620	70	200	49	77	y
1621	67	183	45	77	y
1622	70	176	49	77	y
1623	66	190	28	91	y
1624	69	187	27	66	n
1625	67	160	32	91	y
1626	68	203	35	87	y
1627	69	182	46	96	y
1628	69	178	35	74	n
1629	70	152	34	66	n
1630	69	186	32	84	y
1631	69	210	45	86	y
1632	70	199	36	78	y
1633	71	205	37	82	y
1634	67	201	40	92	y
1635	73	193	38	88	y
1636	69	193	42	98	y
1637	69	175	32	56	n
1638	70	189	35	74	y
1639	68	169	35	57	n
1640	68	221	33	85	y
1641	68	205	39	65	y
1642	71	151	29	68	n
1643	68	187	27	82	y
1644	70	188	42	98	n
1645	67	165	39	73	n
1646	66	159	31	66	n
1647	71	167	40	63	n
1648	67	178	33	77	y
1649	72	163	37	65	n
1650	71	168	29	75	n
1651	65	189	46	59	n
1652	70	163	37	61	n
1653	67	164	32	74	n
1654	66	191	38	85	y
1655	69	177	46	90	y
1656	70	192	46	93	y
1657	70	182	31	64	n
1658	68	157	33	77	n
1659	69	199	27	72	n
1660	69	190	33	76	y
1661	72	176	41	68	n
1662	71	187	37	54	n
1663	67	178	39	78	y
1664	68	199	35	82	y
1665	63	200	31	70	y
1666	67	168	36	62	n
1667	69	177	35	64	n
1668	71	170	31	63	n
1669	68	190	32	85	y
1670	68	167	32	71	y
1671	69	172	40	88	y
1672	69	191	40	92	y
1673	69	179	30	83	y
1674	69	159	28	53	n
1675	69	174	32	56	n
1676	70	178	39	62	n
1677	66	175	45	66	n
1678	68	215	39	66	y
1679	68	174	45	95	y
1680	68	159	41	66	n
1681	67	181	38	62	n
1682	68	175	39	70	n
1683	68	153	33	65	n
1684	69	183	40	87	y
1685	69	201	45	85	y
1686	69	193	37	95	y
1687	67	208	20	86	y
1688	71	166	30	65	n
1689	69	199	35	86	y
1690	69	172	47	94	y
1691	66	190	28	77	y
1692	70	154	38	55	n
1693	69	178	23	70	y
1694	67	148	38	82	n
1695	69	188	32	87	y
1696	67	187	29	85	y
1697	70	196	40	69	n
1698	70	170	36	61	n
1699	69	187	35	91	y
1700	68	176	36	75	n
1701	68	167	36	68	n
1702	67	182	33	75	n
1703	69	182	35	88	y
1704	70	169	34	64	n
1705	70	159	28	64	n
1706	69	168	27	53	n
1707	69	209	28	82	y
1708	69	150	42	88	n
1709	68	185	29	84	y
1710	70	157	32	64	n
1711	71	181	31	61	n
1712	70	193	33	88	y
1713	68	180	27	44	n
1714	68	192	41	78	y
1715	69	192	32	65	n
1716	69	210	30	88	y
1717	68	209	29	67	n
1718	70	180	30	73	n
1719	69	200	35	89	y
1720	68	177	40	85	y
1721	70	182	35	74	y
1722	69	163	30	58	n
1723	67	196	39	80	y
1724	68	182	35	97	y
1725	69	195	33	91	y
1726	69	153	35	61	n
1727	70	165	31	80	y
1728	67	165	37	68	n
1729	69	177	41	50	n
1730	72	161	35	62	n
1731	69	169	29	72	n
1732	68	166	30	77	n
1733	69	180	32	102	y
1734	69	183	37	61	n
1735	72	157	35	52	n
1736	69	172	31	69	n
1737	73	177	27	71	n
1738	69	194	28	73	n
1739	70	163	43	86	y
1740	67	191	35	86	y
1741	69	183	28	88	y
1742	72	193	29	83	y
1743	69	182	27	95	y
1744	70	161	39	69	n
1745	68	190	37	84	y
1746	68	181	26	85	y
1747	69	158	35	85	y
1748	69	227	27	83	y
1749	68	193	29	77	y
1750	70	201	30	70	y
1751	69	182	36	78	y
1752	69	165	39	68	n
1753	69	174	38	80	n
1754	69	185	30	88	y
1755	70	157	44	87	y
1756	69	187	35	62	n
1757	71	179	37	89	y
1758	70	183	32	111	y
1759	69	215	36	93	y
1760	69	173	35	76	y
1761	69	188	38	64	n
1762	69	161	41	71	n
1763	66	210	27	68	y
1764	66	175	33	63	n
1765	66	182	36	82	y
1766	70	149	38	57	n
1767	69	191	31	82	y
1768	69	170	26	69	n
1769	68	198	41	88	y
1770	69	200	35	82	y
1771	67	194	36	111	y
1772	70	186	37	85	y
1773	67	172	42	75	y
1774	65	189	39	79	y
1775	68	155	46	65	n
1776	70	168	32	64	n
1777	69	189	28	95	y
1778	69	154	36	61	n
1779	72	162	35	77	n
1780	69	163	38	66	n
1781	70	187	28	96	y
1782	66	170	30	57	n
1783	69	191	27	88	y
1784	70	173	34	60	n
1785	69	161	42	86	n
1786	69	182	30	93	y
1787	69	191	35	95	y
1788	69	201	38	85	y
1789	69	171	44	70	n
1790	69	207	44	94	y
1791	69	180	25	80	n
1792	69	190	35	86	y
1793	69	183	32	66	n
1794	69	162	36	68	n
1795	69	196	26	65	y
1796	70	184	34	85	y
1797	69	189	37	83	y
1798	68	171	43	99	y
1799	69	205	36	84	y
1800	69	195	51	89	y
1801	68	198	39	90	y
1802	69	197	51	93	n
1803	67	168	39	91	y
1804	69	187	47	80	y
1805	65	179	37	88	y
1806	73	194	37	80	y
1807	67	156	40	57	n
1808	67	200	35	65	n
1809	70	184	41	93	y
1810	70	161	32	47	n
1811	66	185	45	76	y
1812	65	161	39	60	n
1813	69	193	42	84	y
1814	68	159	38	68	n
1815	70	143	44	69	n
1816	70	147	40	66	n
1817	69	177	37	87	y
1818	72	158	42	67	n
1819	69	186	31	65	n
1820	71	157	37	74	n
1821	67	171	26	61	n
1822	67	147	40	63	n
1823	69	192	35	103	y
1824	69	207	41	85	y
1825	70	161	28	53	n
1826	69	207	45	106	y
1827	67	179	41	78	y
1828	72	207	34	90	y
1829	69	162	35	55	n
1830	69	235	35	79	y
1831	70	163	29	91	n
1832	69	196	42	74	y
1833	71	195	35	91	y
1834	68	172	36	61	n
1835	69	173	35	85	y
1836	68	200	38	83	y
1837	69	190	26	89	y
1838	69	213	39	84	n
1839	71	182	36	80	y
1840	69	183	28	91	y
1841	69	151	43	61	n
1842	70	121	33	72	n
1843	68	183	42	63	n
1844	70	202	32	90	y
1845	65	190	38	59	n
1846	69	182	41	75	n
1847	72	178	33	84	y
1848	71	174	38	62	n
1849	68	178	30	94	y
1850	69	189	30	100	y
1851	68	202	39	87	y
1852	68	170	30	63	n
1853	70	164	34	68	n
1854	70	156	39	66	n
1855	70	193	35	85	y
1856	70	154	29	73	n
1857	69	196	30	92	y
1858	67	186	28	66	n
1859	70	184	39	63	n
1860	68	201	42	85	y
1861	69	181	34	77	y
1862	67	168	27	58	n
1863	69	182	30	63	n
1864	68	164	34	77	y
1865	66	159	32	78	y
1866	69	170	48	52	n
1867	68	192	36	79	y
1868	69	177	35	81	y
1869	71	200	35	71	y
1870	70	162	34	63	n
1871	70	164	44	75	n
1872	70	176	31	78	y
1873	68	185	25	71	n
1874	68	181	38	76	n
1875	67	142	39	52	y
1876	72	163	38	65	n
1877	69	168	29	74	n
1878	69	173	42	64	n
1879	69	179	30	82	y
1880	71	156	26	67	n
1881	69	190	30	86	y
1882	70	167	41	79	n
1883	71	172	36	52	n
1884	68	166	46	74	n
1885	69	169	30	85	y
1886	69	167	28	72	n
1887	70	188	35	69	y
1888	65	199	34	85	y
1889	67	161	35	79	y
1890	69	172	32	91	y
1891	69	198	39	89	y
1892	69	181	33	60	n
1893	69	186	37	70	y
1894	68	163	41	83	n
1895	66	195	49	88	y
1896	69	186	40	72	n
1897	68	208	39	83	y
1898	69	189	41	82	y
1899	71	173	29	66	n
1900	69	184	30	78	y
1901	71	192	43	75	n
1902	71	175	24	62	n
1903	70	190	33	67	n
1904	69	210	42	92	y
1905	65	194	39	82	y
1906	69	164	36	62	n
1907	71	141	45	72	n
1908	72	183	33	64	n
1909	69	163	31	68	n
1910	65	208	41	84	y
1911	68	170	37	71	n
1912	64	166	37	51	n
1913	69	160	29	56	n
1914	67	190	34	80	y
1915	69	190	35	85	y
1916	69	154	31	64	n
1917	70	166	42	63	n
1918	69	162	35	60	n
1919	69	199	33	70	y
1920	71	184	35	78	y
1921	69	196	33	70	n
1922	68	192	30	81	y
1923	69	185	35	65	n
1924	68	174	41	69	n
1925	73	197	37	65	n
1926	68	203	34	73	y
1927	69	186	31	76	y
1928	68	188	28	71	n
1929	71	181	36	76	n
1930	70	185	35	84	y
1931	70	198	25	80	y
1932	67	190	29	81	y
1933	69	213	43	82	y
1934	70	186	37	83	y
1935	66	202	47	47	n
1936	71	188	38	64	n
1937	69	182	44	76	y
1938	70	173	28	86	y
1939	73	218	25	96	y
1940	69	189	36	84	y
1941	72	170	43	52	n
1942	68	163	30	53	n
1943	69	176	36	80	y
1944	69	159	35	67	n
1945	68	184	39	73	y
1946	69	161	34	70	n
1947	69	170	30	61	y
1948	69	163	45	80	y
1949	69	165	27	66	n
1950	69	185	29	103	y
1951	67	170	36	81	y
1952	71	160	35	69	n
1953	71	214	26	62	n
1954	69	189	36	94	y
1955	68	149	33	80	n
1956	69	226	37	86	y
1957	72	166	20	79	y
1958	71	173	39	65	n
1959	68	203	34	86	y
1960	70	163	27	68	n
1961	69	187	35	85	y
1962	68	193	38	96	y
1963	70	155	37	66	n
1964	69	166	33	73	n
1965	68	162	35	70	n
1966	70	196	39	65	n
1967	69	156	44	78	n
1968	70	175	26	90	y
1969	69	173	35	81	y
1970	67	184	43	75	n
1971	73	184	40	65	n
1972	70	160	35	95	y
1973	71	197	35	75	y
1974	69	190	35	95	y
1975	69	184	32	69	n
1976	68	197	29	74	y
1977	67	184	38	61	n
1978	69	178	33	71	n
1979	70	156	35	88	y
1980	67	201	36	85	y
1981	69	197	43	58	n
1982	70	220	38	82	y
1983	69	165	24	59	n
1984	68	191	33	81	y
1985	73	183	26	94	y
1986	69	177	30	47	n
1987	68	141	38	56	n
1988	69	158	36	74	n
1989	68	187	38	95	y
1990	69	210	40	77	y
1991	70	170	31	60	n
1992	69	202	30	77	y
1993	70	149	37	79	n
1994	70	170	38	61	n
1995	69	198	35	86	y
1996	69	187	41	80	y
1997	69	179	38	95	y
1998	69	197	30	64	n
1999	71	217	39	87	y
2000	71	170	31	68	n
